,expression,force,flavor,can_express,polarity,syntactically_negated,full_form,notes,Language,lang_ID,Unnamed: 8,register
114,emkand ast,strong,teleological,?,positive,no,emkand ast (ke),,Farsi,west2369,,
115,emkand ast,weak necessity,teleological,?,positive,no,emkand ast (ke),,Farsi,west2369,,
116,emkand ast,weak,teleological,?,positive,no,emkand ast (ke),,Farsi,west2369,,
117,emkand ast,strong,circumstantial,?,positive,no,emkand ast (ke),,Farsi,west2369,,
118,emkand ast,weak,circumstantial,?,positive,no,emkand ast (ke),,Farsi,west2369,,
119,emkand ast,strong,bouletic,?,positive,no,emkand ast (ke),,Farsi,west2369,,
120,-tavan-,strong,epistemic,?,positive,no,-tavan-,this is a semi-auxilary modal,Farsi,west2369,,
121,-tavan-,weak necessity,epistemic,?,positive,no,-tavan-,,Farsi,west2369,,
122,-tavan-,weak,epistemic,?,positive,no,-tavan-,,Farsi,west2369,,
123,-tavan-,strong,deontic,?,positive,no,-tavan-,,Farsi,west2369,,
124,-tavan-,weak necessity,deontic,?,positive,no,-tavan-,,Farsi,west2369,,
125,-tavan-,weak,deontic,1,positive,no,-tavan-,,Farsi,west2369,,
126,-tavan-,strong,teleological,?,positive,no,-tavan-,,Farsi,west2369,,
127,-tavan-,weak necessity,teleological,?,positive,no,-tavan-,,Farsi,west2369,,
128,-tavan-,weak,teleological,1,positive,no,-tavan-,,Farsi,west2369,,
129,-tavan-,strong,circumstantial,?,positive,no,-tavan-,,Farsi,west2369,,
130,-tavan-,weak,circumstantial,1,positive,no,-tavan-,,Farsi,west2369,,
131,-tavan-,strong,bouletic,?,positive,no,-tavan-,,Farsi,west2369,,
132,-tavan-,strong,epistemic,?,negative,yes,ne-(asp)-tavan,,Farsi,west2369,,
133,-tavan-,weak necessity,epistemic,?,negative,yes,ne-(asp)-tavan,,Farsi,west2369,,
134,-tavan-,weak,epistemic,1,negative,yes,ne-(asp)-tavan,,Farsi,west2369,,
135,-tavan-,strong,deontic,?,negative,yes,ne-(asp)-tavan,,Farsi,west2369,,
136,-tavan-,weak necessity,deontic,?,negative,yes,ne-(asp)-tavan,,Farsi,west2369,,
137,-tavan-,weak,deontic,?,negative,yes,ne-(asp)-tavan,,Farsi,west2369,,
138,-tavan-,strong,teleological,?,negative,yes,ne-(asp)-tavan,,Farsi,west2369,,
139,-tavan-,weak necessity,teleological,?,negative,yes,ne-(asp)-tavan,,Farsi,west2369,,
140,-tavan-,weak,teleological,1,negative,yes,ne-(asp)-tavan,,Farsi,west2369,,
141,-tavan-,strong,circumstantial,?,negative,yes,ne-(asp)-tavan,,Farsi,west2369,,
142,-tavan-,weak,circumstantial,1,negative,yes,ne-(asp)-tavan,,Farsi,west2369,,
143,-tavan-,strong,bouletic,?,negative,yes,ne-(asp)-tavan,,Farsi,west2369,,
144,-shav-,strong,epistemic,?,positive,no,-shav-,translated as become,Farsi,west2369,,
145,-shav-,weak necessity,epistemic,?,positive,no,-shav-,,Farsi,west2369,,
146,-shav-,weak,epistemic,?,positive,no,-shav-,,Farsi,west2369,,
147,-shav-,strong,deontic,?,positive,no,-shav-,,Farsi,west2369,,
148,-shav-,weak necessity,deontic,?,positive,no,-shav-,,Farsi,west2369,,
149,-shav-,weak,deontic,1,positive,no,-shav-,,Farsi,west2369,,
150,-shav-,strong,teleological,?,positive,no,-shav-,,Farsi,west2369,,
151,-shav-,weak necessity,teleological,?,positive,no,-shav-,,Farsi,west2369,,
152,-shav-,weak,teleological,1,positive,no,-shav-,,Farsi,west2369,,
153,-shav-,strong,circumstantial,?,positive,no,-shav-,,Farsi,west2369,,
154,-shav-,weak,circumstantial,1,positive,no,-shav-,,Farsi,west2369,,
155,-shav-,strong,bouletic,?,positive,no,-shav-,,Farsi,west2369,,
156,-shav-,strong,epistemic,?,negative,yes,ne-(asp)-shav,,Farsi,west2369,,
157,-shav-,weak necessity,epistemic,?,negative,yes,ne-(asp)-shav,,Farsi,west2369,,
158,-shav-,weak,epistemic,?,negative,yes,ne-(asp)-shav,,Farsi,west2369,,
159,-shav-,strong,deontic,?,negative,yes,ne-(asp)-shav,,Farsi,west2369,,
160,-shav-,weak necessity,deontic,?,negative,yes,ne-(asp)-shav,,Farsi,west2369,,
161,-shav-,weak,deontic,?,negative,yes,ne-(asp)-shav,,Farsi,west2369,,
162,-shav-,strong,teleological,?,negative,yes,ne-(asp)-shav,,Farsi,west2369,,
163,-shav-,weak necessity,teleological,?,negative,yes,ne-(asp)-shav,,Farsi,west2369,,
164,-shav-,weak,teleological,1,negative,yes,ne-(asp)-shav,,Farsi,west2369,,
165,-shav-,strong,circumstantial,?,negative,yes,ne-(asp)-shav,,Farsi,west2369,,
166,-shav-,weak,circumstantial,?,negative,yes,ne-(asp)-shav,,Farsi,west2369,,
167,-shav-,strong,bouletic,?,negative,yes,ne-(asp)-shav,,Farsi,west2369,,
168,ejaze dad/dasht,strong,epistemic,?,positive,no,ejaze dad/dasht,means permission to have/give,Farsi,west2369,,
169,ejaze dad/dasht,weak necessity,epistemic,?,positive,no,ejaze dad/dasht,,Farsi,west2369,,
170,ejaze dad/dasht,weak,epistemic,?,positive,no,ejaze dad/dasht,,Farsi,west2369,,
171,ejaze dad/dasht,strong,deontic,?,positive,no,ejaze dad/dasht,,Farsi,west2369,,
172,ejaze dad/dasht,weak necessity,deontic,?,positive,no,ejaze dad/dasht,,Farsi,west2369,,
173,ejaze dad/dasht,weak,deontic,1,positive,no,ejaze dad/dasht,,Farsi,west2369,,
174,ejaze dad/dasht,strong,teleological,?,positive,no,ejaze dad/dasht,,Farsi,west2369,,
175,ejaze dad/dasht,weak necessity,teleological,?,positive,no,ejaze dad/dasht,,Farsi,west2369,,
176,ejaze dad/dasht,weak,teleological,?,positive,no,ejaze dad/dasht,,Farsi,west2369,,
177,ejaze dad/dasht,strong,circumstantial,?,positive,no,ejaze dad/dasht,,Farsi,west2369,,
178,ejaze dad/dasht,weak,circumstantial,?,positive,no,ejaze dad/dasht,,Farsi,west2369,,
179,ejaze dad/dasht,strong,bouletic,?,positive,no,ejaze dad/dasht,,Farsi,west2369,,
180,balad ast ,strong,epistemic,?,positive,no,balad ast,the author noted that this expression have more of an ability flavor,Farsi,west2369,,
181,balad ast ,weak necessity,epistemic,?,positive,no,balad ast,,Farsi,west2369,,
182,balad ast ,weak,epistemic,?,positive,no,balad ast,,Farsi,west2369,,
183,balad ast ,strong,deontic,?,positive,no,balad ast,,Farsi,west2369,,
184,balad ast ,weak necessity,deontic,?,positive,no,balad ast,,Farsi,west2369,,
185,balad ast ,weak,deontic,?,positive,no,balad ast,,Farsi,west2369,,
186,balad ast ,strong,teleological,?,positive,no,balad ast,,Farsi,west2369,,
187,balad ast ,weak necessity,teleological,?,positive,no,balad ast,,Farsi,west2369,,
188,balad ast ,weak,teleological,?,positive,no,balad ast,,Farsi,west2369,,
189,balad ast ,strong,circumstantial,?,positive,no,balad ast,,Farsi,west2369,,
190,balad ast ,weak,circumstantial,1,positive,no,balad ast,,Farsi,west2369,,
191,balad ast ,strong,bouletic,?,positive,no,balad ast,,Farsi,west2369,,
0,ima(’a),weak,epistemic,1,,,,,Gitksan,gitx1241,,
1,ima(’a),weak,reportative,0,,,,,Gitksan,gitx1241,,
2,ima(’a),weak,deontic,0,,,,,Gitksan,gitx1241,,
3,ima(’a),weak,circumstantial,0,,,,,Gitksan,gitx1241,,
4,ima(’a),strong,epistemic,1,,,,,Gitksan,gitx1241,,
5,ima(’a),strong,reportative,0,,,,,Gitksan,gitx1241,,
6,ima(’a),strong,deontic,0,,,,,Gitksan,gitx1241,,
7,ima(’a),strong,circumstantial,0,,,,,Gitksan,gitx1241,,
8,gat,weak,epistemic,1,,,,,Gitksan,gitx1241,,
9,gat,weak,reportative,1,,,,,Gitksan,gitx1241,,
10,gat,weak,deontic,0,,,,,Gitksan,gitx1241,,
11,gat,weak,circumstantial,0,,,,,Gitksan,gitx1241,,
12,gat,strong,epistemic,1,,,,,Gitksan,gitx1241,,
13,gat,strong,reportative,1,,,,,Gitksan,gitx1241,,
14,gat,strong,deontic,0,,,,,Gitksan,gitx1241,,
15,gat,strong,circumstantial,0,,,,,Gitksan,gitx1241,,
16,da’akhlxw,weak,epistemic,0,,,,,Gitksan,gitx1241,,
17,da’akhlxw,weak,reportative,0,,,,,Gitksan,gitx1241,,
18,da’akhlxw,weak,deontic,0,,,,,Gitksan,gitx1241,,
19,da’akhlxw,weak,circumstantial,1,,,,,Gitksan,gitx1241,,
20,da’akhlxw,strong,epistemic,0,,,,,Gitksan,gitx1241,,
21,da’akhlxw,strong,reportative,0,,,,,Gitksan,gitx1241,,
22,da’akhlxw,strong,deontic,0,,,,,Gitksan,gitx1241,,
23,da’akhlxw,strong,circumstantial,0,,,,,Gitksan,gitx1241,,
24,anook(xw),weak,epistemic,0,,,,,Gitksan,gitx1241,,
25,anook(xw),weak,reportative,0,,,,,Gitksan,gitx1241,,
26,anook(xw),weak,deontic,1,,,,,Gitksan,gitx1241,,
27,anook(xw),weak,circumstantial,0,,,,,Gitksan,gitx1241,,
28,anook(xw),strong,epistemic,0,,,,,Gitksan,gitx1241,,
29,anook(xw),strong,reportative,0,,,,,Gitksan,gitx1241,,
30,anook(xw),strong,deontic,0,,,,,Gitksan,gitx1241,,
31,anook(xw),strong,circumstantial,0,,,,,Gitksan,gitx1241,,
32,sgi,weak,epistemic,0,,,,,Gitksan,gitx1241,,
33,sgi,weak,reportative,0,,,,,Gitksan,gitx1241,,
34,sgi,weak,deontic,0,,,,,Gitksan,gitx1241,,
35,sgi,weak,circumstantial,0,,,,,Gitksan,gitx1241,,
36,sgi,strong,epistemic,0,,,,,Gitksan,gitx1241,,
37,sgi,strong,reportative,0,,,,,Gitksan,gitx1241,,
38,sgi,strong,deontic,1,,,,,Gitksan,gitx1241,,
39,sgi,strong,circumstantial,1,,,,,Gitksan,gitx1241,,
0,t'óng,weak,irrealis,1,,,,"p358 describes t'óng as irrealis, under the context of epstemic modality, intention, polite rquest and conterfactual contexts, it would become near-obligatory if in future context(359). The author recognize t'óng as a modality that occurs in non-future irrealis contexts. ",Goemai,goem1240,,
1,t'óng,weak,future,1,,,,It can occur in future context but does not fulfill the future tense marker criterion (360),Goemai,goem1240,,
2,gòe,strong,deontic,1,,,,categorized as 'obligative' and translates to 'should' or 'was obliged to' (362),Goemai,goem1240,,
3,ǹ-,weak,deontic,1,,,,"categorized as 'permissive' (364), translates as allowing,enabling",Goemai,goem1240,,
4,bòe,weak,irrealis,1,,,,"categorized as 'irrealis(focused)' (365), but the semantics difference between bòe and irrealis t'óng is not clear ",Goemai,goem1240,,
5,mán,weak,irrealis,1,,,,"categorized as 'irrealis(negative)',occurs in a negated irrealis context and delivers prohibitive manner(366)",Goemai,goem1240,,
0,Prepei,strong,epistemic,1,positive,no,,,Greek,gree1276,,
1,Prepei,weak necessity,epistemic,1,positive,no,,,Greek,gree1276,,
2,Prepei,weak,epistemic,1,positive,no,,,Greek,gree1276,,
3,Prepei,strong,deontic,1,positive,no,,,Greek,gree1276,,
4,Prepei,weak necessity,deontic,1,positive,no,,,Greek,gree1276,,
5,Prepei,weak,deontic,0,positive,no,,,Greek,gree1276,,
6,Prepei,strong,teleological,1,positive,no,,,Greek,gree1276,,
7,Prepei,weak necessity,teleological,1,positive,no,,,Greek,gree1276,,
8,Prepei,weak,teleological,0,positive,no,,,Greek,gree1276,,
9,Prepei,strong ,circumstantial,1,positive,no,,,Greek,gree1276,,
10,Prepei,weak,circumstantial,0,positive,no,,,Greek,gree1276,,
11,Prepei,strong,bouletic,1,positive,no,,,Greek,gree1276,,
12,Mporei,strong,epistemic,0,positive,no,,,Greek,gree1276,,
13,Mporei,weak necessity,epistemic,1,positive,no,,,Greek,gree1276,,
14,Mporei,weak,epistemic,1,positive,no,,,Greek,gree1276,,
15,Mporei,strong,deontic,0,positive,no,,,Greek,gree1276,,
16,Mporei,weak necessity,deontic,?,positive,no,,,Greek,gree1276,,
17,Mporei,weak,deontic,1,positive,no,,,Greek,gree1276,,
18,Mporei,strong,teleological,1,positive,no,,,Greek,gree1276,,
19,Mporei,weak necessity,teleological,1,positive,no,,,Greek,gree1276,,
20,Mporei,weak,teleological,1,positive,no,,,Greek,gree1276,,
21,Mporei,strong ,circumstantial,0,positive,no,,,Greek,gree1276,,
22,Mporei,weak,circumstantial,1,positive,no,,,Greek,gree1276,,
23,Mporei,strong,bouletic,0,positive,no,,,Greek,gree1276,,
24,Isos,strong,epistemic,?,positive,no,,,Greek,gree1276,,
25,Isos,weak necessity,epistemic,?,positive,no,,,Greek,gree1276,,
26,Isos,weak,epistemic,1,positive,no,,,Greek,gree1276,,
27,Isos,strong,deontic,?,positive,no,,,Greek,gree1276,,
28,Isos,weak necessity,deontic,?,positive,no,,,Greek,gree1276,,
29,Isos,weak,deontic,0,positive,no,,,Greek,gree1276,,
30,Isos,strong,teleological,?,positive,no,,,Greek,gree1276,,
31,Isos,weak necessity,teleological,?,positive,no,,,Greek,gree1276,,
32,Isos,weak,teleological,?,positive,no,,,Greek,gree1276,,
33,Isos,strong ,circumstantial,?,positive,no,,,Greek,gree1276,,
34,Isos,weak,circumstantial,?,positive,no,,,Greek,gree1276,,
35,Isos,strong,bouletic,?,positive,no,,,Greek,gree1276,,
36,Theli,strong,epistemic,?,positive,no,,,Greek,gree1276,,
37,Theli,weak necessity,epistemic,?,positive,no,,,Greek,gree1276,,
38,Theli,weak,epistemic,?,positive,no,,,Greek,gree1276,,
39,Theli,strong,deontic,?,positive,no,,,Greek,gree1276,,
40,Theli,weak necessity,deontic,?,positive,no,,,Greek,gree1276,,
41,Theli,weak,deontic,?,positive,no,,,Greek,gree1276,,
42,Theli,strong,teleological,?,positive,no,,,Greek,gree1276,,
43,Theli,weak necessity,teleological,?,positive,no,,,Greek,gree1276,,
44,Theli,weak,teleological,?,positive,no,,,Greek,gree1276,,
45,Theli,strong ,circumstantial,?,positive,no,,,Greek,gree1276,,
46,Theli,weak,circumstantial,?,positive,no,,,Greek,gree1276,,
47,Theli,strong,bouletic,1,positive,no,hriazete,,Greek,gree1276,,
48,Prepei,strong,epistemic,1,negative,yes,den prepei,,Greek,gree1276,,
49,Prepei,weak necessity,epistemic,?,negative,yes,den prepei,,Greek,gree1276,,
50,Prepei,weak,epistemic,1,negative,yes,den prepei,,Greek,gree1276,,
51,Prepei,strong,deontic,1,negative,yes,den prepei,,Greek,gree1276,,
52,Prepei,weak necessity,deontic,?,negative,yes,den prepei,,Greek,gree1276,,
53,Prepei,weak,deontic,1,negative,yes,den prepei,,Greek,gree1276,,
54,Prepei,strong,teleological,1,negative,yes,den prepei,,Greek,gree1276,,
55,Prepei,weak necessity,teleological,?,negative,yes,den prepei,,Greek,gree1276,,
56,Prepei,weak,teleological,1,negative,yes,den prepei,,Greek,gree1276,,
57,Prepei,strong ,circumstantial,0,negative,yes,den prepei,,Greek,gree1276,,
58,Prepei,weak,circumstantial,0,negative,yes,den prepei,,Greek,gree1276,,
59,Prepei,strong,bouletic,?,negative,yes,den prepei,,Greek,gree1276,,
60,Mporei,strong,epistemic,1,negative,yes,den mporei,"Marked as 1 because according to correspondent, it's possible to express the context. However there is a marked ambiguity with a participant-external reading (inability), and arriving at intended reading requires a bit of thought",Greek,gree1276,,
61,Mporei,weak necessity,epistemic,?,negative,yes,den mporei,,Greek,gree1276,,
62,Mporei,weak,epistemic,1,negative,yes,den mporei,,Greek,gree1276,,
63,Mporei,strong,deontic,1,negative,yes,den mporei,,Greek,gree1276,,
64,Mporei,weak necessity,deontic,?,negative,yes,den mporei,,Greek,gree1276,,
65,Mporei,weak,deontic,1,negative,yes,den mporei,"Marked as 1 because according to correspondent, it's possible to express the context. However there is a marked ambiguity with a participant-external reading (inability), and arriving at intended reading requires a bit of thought",Greek,gree1276,,
66,Mporei,strong,teleological,0,negative,yes,den mporei,,Greek,gree1276,,
67,Mporei,weak necessity,teleological,?,negative,yes,den mporei,,Greek,gree1276,,
68,Mporei,weak,teleological,1,negative,yes,den mporei,,Greek,gree1276,,
69,Mporei,strong ,circumstantial,0,negative,yes,den mporei,,Greek,gree1276,,
70,Mporei,weak,circumstantial,1,negative,yes,den mporei,,Greek,gree1276,,
71,Mporei,strong,bouletic,?,negative,yes,den mporei,,Greek,gree1276,,
72,hreiazomai,strong,epistemic,?,negative,yes,den hriazete,,Greek,gree1276,,
73,hreiazomai,weak necessity,epistemic,?,negative,yes,den hriazete,,Greek,gree1276,,
74,hreiazomai,weak,epistemic,?,negative,yes,den hriazete,,Greek,gree1276,,
75,hreiazomai,strong,deontic,1,negative,yes,den hriazete,,Greek,gree1276,,
76,hreiazomai,weak necessity,deontic,?,negative,yes,den hriazete,,Greek,gree1276,,
77,hreiazomai,weak,deontic,?,negative,yes,den hriazete,,Greek,gree1276,,
78,hreiazomai,strong,teleological,?,negative,yes,den hriazete,,Greek,gree1276,,
79,hreiazomai,weak necessity,teleological,?,negative,yes,den hriazete,,Greek,gree1276,,
80,hreiazomai,weak,teleological,?,negative,yes,den hriazete,,Greek,gree1276,,
81,hreiazomai,strong ,circumstantial,?,negative,yes,den hriazete,,Greek,gree1276,,
82,hreiazomai,weak,circumstantial,?,negative,yes,den hriazete,,Greek,gree1276,,
83,hreiazomai,strong,bouletic,?,negative,yes,den hriazete,,Greek,gree1276,,
84,Eine aparetito ,strong,epistemic,?,negative,yes,den eine aparetito,,Greek,gree1276,,
85,Eine aparetito ,weak necessity,epistemic,?,negative,yes,den eine aparetito,,Greek,gree1276,,
86,Eine aparetito ,weak,epistemic,?,negative,yes,den eine aparetito,,Greek,gree1276,,
87,Eine aparetito ,strong,deontic,?,negative,yes,den eine aparetito,,Greek,gree1276,,
88,Eine aparetito ,weak necessity,deontic,?,negative,yes,den eine aparetito,,Greek,gree1276,,
89,Eine aparetito ,weak,deontic,?,negative,yes,den eine aparetito,,Greek,gree1276,,
90,Eine aparetito ,strong,teleological,?,negative,yes,den eine aparetito,,Greek,gree1276,,
91,Eine aparetito ,weak necessity,teleological,?,negative,yes,den eine aparetito,,Greek,gree1276,,
92,Eine aparetito ,weak,teleological,?,negative,yes,den eine aparetito,,Greek,gree1276,,
93,Eine aparetito ,strong ,circumstantial,1,negative,yes,den eine aparetito,,Greek,gree1276,,
94,Eine aparetito ,weak,circumstantial,?,negative,yes,den eine aparetito,,Greek,gree1276,,
95,Eine aparetito ,strong,bouletic,?,negative,yes,den eine aparetito,,Greek,gree1276,,
0,dole,strong,epistemic,1,positive,no,dole + ipfv/pfv,,Hausa,haus1257,,
1,dole,weak necessity,epistemic,1,positive,no,dole + ipfv,,Hausa,haus1257,,
2,dole,weak,epistemic,?,positive,no,,,Hausa,haus1257,,
3,dole,strong,deontic,1,positive,no,dole + sbjv,,Hausa,haus1257,,
4,dole,weak necessity,deontic,1,positive,no,dole + ne + sbjv,,Hausa,haus1257,,
5,dole,weak,deontic,?,positive,no,,,Hausa,haus1257,,
6,dole,strong,teleological,1,positive,no,dole (+ ne) + sbjv,,Hausa,haus1257,,
7,dole,weak necessity,teleological,?,positive,no,,,Hausa,haus1257,,
8,dole,weak,teleological,?,positive,no,,,Hausa,haus1257,,
9,dole,strong ,circumstantial,1,positive,no,dole + sbjv,,Hausa,haus1257,,
10,dole,weak,circumstantial,?,positive,no,,,Hausa,haus1257,,
11,dole,strong,bouletic,1,positive,no,dole + ne + sbjv,,Hausa,haus1257,,
12,lallai,strong,epistemic,1,positive,no,lallai + ipfv,,Hausa,haus1257,,
13,lallai,weak necessity,epistemic,1,positive,no,lallai + ipfv,,Hausa,haus1257,,
14,lallai,weak,epistemic,?,positive,no,,,Hausa,haus1257,,
15,lallai,strong,deontic,?,positive,no,,,Hausa,haus1257,,
16,lallai,weak necessity,deontic,?,positive,no,,,Hausa,haus1257,,
17,lallai,weak,deontic,?,positive,no,,,Hausa,haus1257,,
18,lallai,strong,teleological,?,positive,no,,,Hausa,haus1257,,
19,lallai,weak necessity,teleological,?,positive,no,,,Hausa,haus1257,,
20,lallai,weak,teleological,?,positive,no,,,Hausa,haus1257,,
21,lallai,strong ,circumstantial,?,positive,no,,,Hausa,haus1257,,
22,lallai,weak,circumstantial,?,positive,no,,,Hausa,haus1257,,
23,lallai,strong,bouletic,?,positive,no,,,Hausa,haus1257,,
24,wataƙila,strong,epistemic,?,positive,no,,can be written as ƙila,Hausa,haus1257,,
25,wataƙila,weak necessity,epistemic,?,positive,no,,,Hausa,haus1257,,
26,wataƙila,weak,epistemic,1,positive,no,wataƙila + za + ipfv/pfv,,Hausa,haus1257,,
27,wataƙila,strong,deontic,?,positive,no,,,Hausa,haus1257,,
28,wataƙila,weak necessity,deontic,?,positive,no,,,Hausa,haus1257,,
29,wataƙila,weak,deontic,1,positive,no,wataƙila + za ,,Hausa,haus1257,,
30,wataƙila,strong,teleological,?,positive,no,,,Hausa,haus1257,,
31,wataƙila,weak necessity,teleological,?,positive,no,,,Hausa,haus1257,,
32,wataƙila,weak,teleological,?,positive,no,,,Hausa,haus1257,,
33,wataƙila,strong ,circumstantial,?,positive,no,,,Hausa,haus1257,,
34,wataƙila,weak,circumstantial,?,positive,no,,,Hausa,haus1257,,
35,wataƙila,strong,bouletic,?,positive,no,,,Hausa,haus1257,,
36,ya kamata,strong,epistemic,?,positive,no,,,Hausa,haus1257,,
37,ya kamata,weak necessity,epistemic,?,positive,no,,,Hausa,haus1257,,
38,ya kamata,weak,epistemic,?,positive,no,,,Hausa,haus1257,,
39,ya kamata,strong,deontic,?,positive,no,,,Hausa,haus1257,,
40,ya kamata,weak necessity,deontic,1,positive,no,ya kamata + sbjv,,Hausa,haus1257,,
41,ya kamata,weak,deontic,?,positive,no,,,Hausa,haus1257,,
42,ya kamata,strong,teleological,?,positive,no,ya kamata + sbjv,,Hausa,haus1257,,
43,ya kamata,weak necessity,teleological,1,positive,no,,,Hausa,haus1257,,
44,ya kamata,weak,teleological,?,positive,no,,,Hausa,haus1257,,
45,ya kamata,strong ,circumstantial,?,positive,no,,,Hausa,haus1257,,
46,ya kamata,weak,circumstantial,?,positive,no,,,Hausa,haus1257,,
47,ya kamata,strong,bouletic,?,positive,no,,,Hausa,haus1257,,
48,Za ... iya,strong,epistemic,?,positive,no,,,Hausa,haus1257,,
49,Za ... iya,weak necessity,epistemic,?,positive,no,,,Hausa,haus1257,,
50,Za ... iya,weak,epistemic,?,positive,no,,,Hausa,haus1257,,
51,Za ... iya,strong,deontic,?,positive,no,,,Hausa,haus1257,,
52,Za ... iya,weak necessity,deontic,?,positive,no,,,Hausa,haus1257,,
53,Za ... iya,weak,deontic,1,positive,no,,,Hausa,haus1257,,
54,Za ... iya,strong,teleological,?,positive,no,,,Hausa,haus1257,,
55,Za ... iya,weak necessity,teleological,?,positive,no,,,Hausa,haus1257,,
56,Za ... iya,weak,teleological,1,positive,no,,,Hausa,haus1257,,
57,Za ... iya,strong ,circumstantial,?,positive,no,,,Hausa,haus1257,,
58,Za ... iya,weak,circumstantial,1,positive,no,,,Hausa,haus1257,,
59,Za ... iya,strong,bouletic,?,positive,no,,,Hausa,haus1257,,
60,son,strong,epistemic,?,positive,no,,,Hausa,haus1257,,
61,son,weak necessity,epistemic,?,positive,no,,,Hausa,haus1257,,
62,son,weak,epistemic,?,positive,no,,,Hausa,haus1257,,
63,son,strong,deontic,?,positive,no,,,Hausa,haus1257,,
64,son,weak necessity,deontic,?,positive,no,,,Hausa,haus1257,,
65,son,weak,deontic,?,positive,no,,,Hausa,haus1257,,
66,son,strong,teleological,?,positive,no,,,Hausa,haus1257,,
67,son,weak necessity,teleological,?,positive,no,,,Hausa,haus1257,,
68,son,weak,teleological,?,positive,no,,,Hausa,haus1257,,
69,son,strong ,circumstantial,?,positive,no,,,Hausa,haus1257,,
70,son,weak,circumstantial,?,positive,no,,,Hausa,haus1257,,
71,son,strong,bouletic,1,positive,no,son + sbjv,,Hausa,haus1257,,
72,kada,strong,epistemic,0,negative,no (?),,This is a single token that lexicalises D Impossibiliity,Hausa,haus1257,,
73,kada,weak necessity,epistemic,0,negative,no (?),,,Hausa,haus1257,,
74,kada,weak,epistemic,0,negative,no (?),,,Hausa,haus1257,,
75,kada,strong,deontic,0,negative,no (?),,,Hausa,haus1257,,
76,kada,weak necessity,deontic,0,negative,no (?),,,Hausa,haus1257,,
77,kada,weak,deontic,1,negative,no (?),kada + sbjv,,Hausa,haus1257,,
78,kada,strong,teleological,0,negative,no (?),,,Hausa,haus1257,,
79,kada,weak necessity,teleological,0,negative,no (?),,,Hausa,haus1257,,
80,kada,weak,teleological,0,negative,no (?),,,Hausa,haus1257,,
81,kada,strong ,circumstantial,0,negative,no (?),,,Hausa,haus1257,,
82,kada,weak,circumstantial,0,negative,no (?),,,Hausa,haus1257,,
83,kada,strong,bouletic,0,negative,no (?),,,Hausa,haus1257,,
84,dole,strong,epistemic,1,negative,yes,ba (NEG) dole (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
85,dole,weak necessity,epistemic,?,negative,yes,ba (NEG) dole (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
86,dole,weak,epistemic,?,negative,yes,ba (NEG) dole (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
87,dole,strong,deontic,1,negative,yes,ba (NEG) dole (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
88,dole,weak necessity,deontic,?,negative,yes,ba (NEG) dole (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
89,dole,weak,deontic,?,negative,yes,ba (NEG) dole (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
90,dole,strong,teleological,1,negative,yes,ba (NEG) dole (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
91,dole,weak necessity,teleological,?,negative,yes,ba (NEG) dole (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
92,dole,weak,teleological,?,negative,yes,ba (NEG) dole (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
93,dole,strong ,circumstantial,1,negative,yes,ba (NEG) dole (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
94,dole,weak,circumstantial,?,negative,yes,ba (NEG) dole (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
95,dole,strong,bouletic,?,negative,yes,ba (NEG) dole (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
96,lallai,strong,epistemic,?,negative,yes,ba (NEG) lallai (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
97,lallai,weak necessity,epistemic,?,negative,yes,ba (NEG) lallai (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
98,lallai,weak,epistemic,?,negative,yes,ba (NEG) lallai (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
99,lallai,strong,deontic,1,negative,yes,ba (NEG) lallai (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
100,lallai,weak necessity,deontic,?,negative,yes,ba (NEG) lallai (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
101,lallai,weak,deontic,?,negative,yes,ba (NEG) lallai (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
102,lallai,strong,teleological,1,negative,yes,ba (NEG) lallai (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
103,lallai,weak necessity,teleological,?,negative,yes,ba (NEG) lallai (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
104,lallai,weak,teleological,?,negative,yes,ba (NEG) lallai (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
105,lallai,strong ,circumstantial,?,negative,yes,ba (NEG) lallai (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
106,lallai,weak,circumstantial,?,negative,yes,ba (NEG) lallai (MOD) ba (NEG) ne (cop),,Hausa,haus1257,,
